shidu,wendu,shineiwendu,ziwaixian,fushe,fengsu,fengxiang
50.712,3.026,14.5,-55.286,11.994,1.614,267.696
52.748,2.599,13.3,-55.499,0,2.016,300.56
55.534,2.257,12.4,-55.402,0,1.508,321.84
57.462,2.017,11.8,-55.306,0,0.201,335.696
58.284,1.596,12.9,-55.362,0,1.312,308.128
61.5,0.867,13.6,-55.396,0,0,308
64,0.373,13.7,-55.401,0,0,308
65.424,0.176,13.6,-55.466,0,0.703,309.984
66,-0.331,13.6,-55.335,0,0,306
68.5,-0.973,13.6,-55.354,0,0.605,308.272
68,-1.119,13.5,-55.292,0,0.303,306.272
67.5,-0.965,13.4,-55.25,0,0,306
70.568,-1.761,13.4,-55.471,0,0.605,266.272
67.5,-1.953,13.3,-55.458,0,0.101,250.848
69.424,-2.302,13.3,-55.494,0,0.703,252.992
71.5,-2.78,13.4,-55.428,0,0.101,252.848
70.568,-2.201,13.5,-55.407,0,0.402,247.848
75,-3.217,13.6,-55.392,0,0,230
73.5,-2.675,13.7,-55.347,0,0,247
78.5,-3.673,13.7,-55.327,0,0,247
78,-3.292,13.7,-55.253,0,0,247
75,-2.765,13.8,-55.465,0,0.605,247.136
73.5,-2.191,14.5,-55.407,0,0,250
72,-2.128,14.8,-55.296,0,0,264
71.5,-2.463,14.5,-55.472,0,0.201,265.696
72.5,-2.061,14.3,-55.435,0,0.605,252.136
73,-2.444,14.2,-55.295,0,0,250
75.5,-3.593,14.1,-55.417,0,0,250
80,-3.824,14,-55.341,0,0,250
79,-3.809,14,-55.335,0,0,250
77.5,-3.114,14.4,-55.312,11.994,0,250
74.5,-2.029,15.3,-55.465,41.975,0,266
75,-0.946,16.2,-55.396,83.95,0,266
71.5,-0.12,15.1,-55.33,119.95,0,266
66,1.736,15.3,-55.391,149.9,0,266
54.75,3.743,17.5,-55.279,251.9,0,230
47,4.219,20.2,-55.32,269.8,0,118
43.5,4.13,21.2,-55.493,245.9,0.101,123.924
43,4.361,22.4,-55.431,209.9,0,252
44.212,4.225,22.4,-55.427,221.9,0.506,314.56
43.75,4.774,23.3,-55.343,215.9,0.101,281.696
44.25,4.867,22.3,-55.49,191.9,0.202,120.924
45.962,5.208,21.7,-55.432,167.9,1.013,286.56
45,5.192,21.2,-55.325,137.9,0,274
46.5,5.027,19.8,-55.479,89.95,0.608,22.392
48.712,4.62,18.5,-55.354,53.975,0.608,302.272
49.212,4.387,17.2,-55.416,29.988,0.202,321.696
50.75,4.157,16.2,-55.478,17.988,0.304,356.272
51.25,3.901,15.2,-55.47,5.997,0,356
56,2.768,13.8,-55.44,0,0,356
57,2.349,14.2,-55.483,0,0,356
60.25,1.577,15.1,-55.257,0,0,358
64.5,0.796,14.9,-55.453,0,0,356
69.5,-0.106,14.7,-55.494,0,0,356
70.5,-0.513,14.4,-55.289,0,0,358
75,-0.948,14.2,-55.396,0,0,356
75.5,-1.057,14,-55.497,0,0,356
75,-1.513,13.9,-55.353,0,0,358
75,-1.403,13.8,-55.264,0,0,358
77,-1.585,13.6,-55.325,0,0,356
76.5,-1.251,13.4,-55.485,0,0,358
77.5,-1.674,13.4,-55.486,0,0,358
80,-2.335,13.2,-55.464,0,0,358
81,-2.276,13,-55.31,0,0,356
82.5,-2.755,12.9,-55.465,0,0,358
80,-2.507,12.8,-55.406,0,0.605,358.272
77,-1.992,12.7,-55.398,0,0,340
79.5,-2.882,12.6,-55.259,0,0,336
81.5,-2.883,12.3,-55.259,0,0,336
78,-2.339,12.2,-55.464,0,0.303,286.272
79,-2.579,12.1,-55.267,0,0,286
82,-3.894,12,-55.416,0,0,286
83.5,-3.788,11.8,-55.371,0,0,286
81.924,-1.931,11.8,-55.354,0,0.805,279.696
79.604,-2.18,11.7,-55.443,0,1.711,261.552
80.996,-2.001,11.5,-55.288,0,1.008,272.56
80.568,-1.735,11.4,-55.281,0,1.406,265.984
80.852,-2.011,11.4,-55.288,0,1.609,265.696
80.996,-1.99,11.6,-55.398,23.988,2.025,266.56
79.104,-1.245,12.4,-55.308,77.95,1.115,266.416
76.068,-0.189,13.9,-55.438,149.9,2.12,275.488
73.496,1.232,15.2,-55.49,221.9,1.317,278.128
68.568,2.628,16.9,-55.469,269.8,1.014,266.56
60.82,3.594,19.9,-55.478,335.8,1.818,307.408
56.212,4.196,22.4,-55.442,377.8,1.817,349.408
54.498,4.443,24.9,-55.258,419.8,1.614,219.848
50.034,4.944,26.1,-55.317,83.95,2.026,328.56
47.82,5.256,26.7,-55.273,101.95,1.012,266.56
45.212,5.504,27.1,-55.303,161.9,1.412,349.984
41.82,5.787,25.2,-55.317,149.9,0.807,283.696
40.552,5.633,24.5,-55.435,131.9,1.615,315.696
40.284,5.75,23.8,-55.332,137.9,0.808,343.696
40.07,5.619,23,-55.471,149.9,1.216,282.272
40.962,5.489,21.6,-55.425,89.95,1.513,5.623
41.784,5.175,19.7,-55.361,65.95,0.706,335.984
42.962,4.85,18.3,-55.276,35.975,0.909,309.408
45,4.272,16.7,-55.284,11.994,0,296
49.284,3.597,15.1,-55.478,0,0.605,330.272
51.25,3.228,14,-55.411,0,0.402,301.696
52.784,3.02,13.1,-55.499,0,0.402,301.696
53.25,2.803,12.2,-55.41,0,0,300
57.462,2.031,13.9,-55.484,0,0.504,300.56
56.25,2.173,14.3,-55.498,0,0,296
57.962,1.652,14.2,-55.406,0,0.303,296.272
58.5,1.13,14,-55.493,0,0.101,297.696
59.5,0.855,13.9,-55.292,0,0,296
60.75,0.555,13.7,-55.322,0,0,296
61.25,0.373,13.6,-55.401,0,0,296
60.962,0.654,13.6,-55.395,0,0.201,261.696
62.034,0.276,13.6,-55.254,0,0.703,315.984
65,-0.077,13.6,-55.453,0,0,310
65.64,-0.232,13.6,-55.376,0,0.605,294.272
68.5,-0.64,13.7,-55.321,0,0,2.797
68.5,-0.426,13.7,-55.389,0,0,358
66.5,-0.176,13.7,-55.27,0,0,322
65.5,-0.316,13.7,-55.284,0,0,320
65.924,-0.05,13.6,-55.312,0,0.906,301.408
67.924,-0.683,13.4,-55.305,0,0.504,302.56
69.424,-0.975,13.1,-55.354,0,0.605,300.272
69.5,-1.385,13.1,-55.337,0,1.008,300.56
69.424,-0.851,13,-55.322,0,0.504,268.56
69.924,-1.128,13,-55.469,0,0.605,272.272
71,-1.018,13,-55.294,0,0,272
70.14,-1.303,13,-55.352,0,0.703,273.984
68.068,-0.962,13,-55.25,0,1.008,266.56
67,-0.667,13.1,-55.451,0,0,268
69,-0.649,13.4,-55.425,23.988,0,266
70,0.062,13.9,-55.281,29.988,1.113,266.416
70.14,0.149,14.3,-55.38,41.975,1.013,266.56
68.14,1.243,14.9,-55.418,89.95,1.513,265.84
66.424,2.13,14.5,-55.351,101.95,0.608,266.272
62.25,3.686,15.4,-55.381,137.9,0.202,267.696
61.248,4.109,16.5,-55.295,161.9,1.013,274.56
61.25,5.241,17.5,-55.31,131.9,0.808,269.696
60.25,4.825,18.5,-55.419,185.9,1.013,268.56
63.25,5.102,19.4,-55.284,179.9,0,308
61.5,5.253,19.3,-55.38,161.9,0,278
61.25,5.241,19,-55.31,131.9,0.808,269.696
61.75,5.279,18.8,-55.273,119.95,0.506,274.56
63.25,5.013,18.3,-55.372,89.95,0,296
62.75,5.292,17.7,-55.365,71.95,0,340
62.75,5.028,16.6,-55.372,41.975,0,288
62.5,4.927,15.7,-55.332,23.988,0,288
63.25,4.839,14.7,-55.291,11.994,0,288
65.5,4.501,13.8,-55.335,0,0,288
67.5,4.145,13.1,-55.386,0,0,296
67.5,4.034,12.7,-55.474,0,0,296
68.5,3.961,12.4,-55.368,0,0,296
66.424,3.955,13.1,-55.368,0,0.303,286.272
65.5,3.134,14.5,-55.33,0,0,272
66,3.14,14.9,-55.33,0,0,272
68,3.58,15.1,-55.301,0,0.101,213.848
69.5,3.424,15.2,-55.323,0,0,191
72.5,2.957,15.2,-55.388,0,0,171
77,2.49,15.1,-55.454,0,0,165
83,1.921,14.9,-55.451,0,0,260
87.924,0.779,14.6,-55.428,0,0.805,261.696
89.424,0.655,14.3,-55.395,0,1.008,268.56
90.068,0.574,14.2,-55.347,0,0.303,272.272
91,0.71,14.2,-55.484,0,0.805,273.696
92.496,1.227,14.1,-55.49,0,1.711,273.552
92.352,1.058,13.8,-55.436,0,1.711,281.552
92.068,0.964,13.8,-55.47,0,1.211,286.272
93.14,0.918,13.8,-55.485,0,0.805,275.696
93.068,0.555,13.6,-55.322,0,1.312,268.128
93.568,0.709,13.6,-55.484,0,0.605,278.272
94.424,0.626,13.6,-55.436,0,0.805,287.696
94.424,0.557,13.6,-55.322,0,1.008,268.56
94.64,0.571,13.6,-55.347,0,0.703,261.984
94.924,0.541,13.7,-55.467,0,0.504,260.56
95.424,0.88,13.7,-55.251,0,0.605,300.272
95.424,0.892,13.9,-55.355,0,0.504,306.56
94.64,0.99,14.1,-55.429,0,0.805,317.696
94.496,0.98,14.2,-55.324,0,1.312,292.128
94.352,0.867,14.3,-55.396,5.997,1.411,289.984
94.424,0.991,14.5,-55.429,11.994,0.706,289.984
94.496,1.193,14.8,-55.373,23.988,0.706,321.984
94.424,1.291,13.5,-55.285,29.988,1.613,289.696
94.496,1.485,13,-55.273,53.975,0.807,281.696
93.068,1.638,12.5,-55.479,23.988,2.025,314.56
93.424,2.017,13.5,-55.306,131.9,1.514,321.84
91.852,2.66,15.1,-55.396,149.9,1.92,275.264
90.068,2.604,14.5,-55.499,119.95,0.608,324.272
88.996,2.881,15,-55.271,95.95,1.216,362.272
87.996,2.926,14.1,-55.418,65.95,0.706,283.984
85.14,2.793,13.8,-55.447,65.95,1.318,302.128
83.424,3.116,14.4,-55.367,113.95,1.012,324.56
82.924,3.096,13.7,-55.36,23.988,2.025,296.56
81.64,3.055,13,-55.469,29.988,1.215,292.272
82.568,3.011,12.3,-55.322,5.997,1.114,334.416
83.852,2.883,11.7,-55.271,11.994,1.013,306.56
85.352,2.806,11.2,-55.41,0,1.211,310.272
86.924,2.662,10.9,-55.396,0,1.711,303.552
86.852,2.543,13,-55.388,0,2.219,308.416
87.924,2.384,13.6,-55.41,0,1.914,273.264
87.068,2.185,13.9,-55.284,0,1.008,306.56
87.64,2.147,14.1,-55.315,0,2.219,300.416
87.64,2.035,14.3,-55.484,0,1.508,309.84
87.64,1.864,14.2,-55.407,0,1.008,324.56
88.64,1.496,14,-55.45,0,1.711,307.552
89.96,1.213,13.8,-55.478,0,2.109,335.488
89.888,0.821,13.4,-55.412,0,2.109,303.488
88.424,0.685,13.1,-55.275,0,3.219,293.696
89.104,0.387,12.9,-55.36,0,1.812,295.408
88.924,0.473,12.7,-55.298,0,1.211,280.272
89.352,0.459,12.6,-55.339,0,2.312,281.344
89.996,-0.034,12.4,-55.406,0,1.609,281.696
90.424,-0.5,12.2,-55.368,0,0.805,295.696
90.852,-1.076,12,-55.424,0,1.312,274.128
90.352,-1.091,11.8,-55.352,0,1.312,238.064
90.14,-1.482,11.6,-55.413,0,1.211,268.272
88.104,-1.615,11.4,-55.264,0,1.406,259.984
87.068,-1.851,11.2,-55.37,0,1.812,279.408
86.64,-1.974,11,-55.386,0,1.008,268.56
83.996,-2.018,11,-55.251,0,2.219,286.416
75.568,-1.531,10.8,-55.457,0,2.922,282.912
71.604,-2.102,10.7,-55.369,0,1.711,315.552
70.96,-2.172,10.6,-55.443,0,2.312,295.344
70.568,-2.362,10.5,-55.391,0,1.508,279.84
70.316,-2.368,10.3,-55.391,0,2.109,289.488
69.352,-2.196,10.2,-55.407,0,2.625,328.128
68.64,-1.949,10.2,-55.281,0,1.609,281.696
70.996,-2.451,10.4,-55.295,17.988,1.716,281.552
71.604,-1.884,11.2,-55.487,89.95,1.716,283.552
68.496,-0.746,12.9,-55.499,167.9,2.323,287.344
63.926,-0.021,14.6,-55.469,251.9,2.023,310.56
61.32,0.416,16.9,-55.37,323.8,2.026,300.56
59.82,1.091,19.8,-55.376,371.8,2.822,273.984
57.9,1.416,22.7,-55.301,419.8,2.525,273.2
56.194,1.725,24.1,-55.378,443.8,3.024,341.84
56.426,1.965,24.6,-55.318,53.975,3.634,301.408
55.962,1.792,25.2,-55.435,59.975,1.613,295.696
54.998,2.189,27.1,-55.462,59.975,2.524,349.2
54.498,2.687,27,-55.402,65.95,2.636,2.798
51.176,2.656,24.6,-55.432,65.95,2.527,287.2
50.462,2.765,24.5,-55.263,71.95,2.433,316.272
51.176,2.783,22.6,-55.447,53.975,3.134,264.768
50.712,2.636,21,-55.255,41.975,1.919,279.264
50.73,2.475,19.8,-55.491,29.988,2.321,317.344
49.32,2.07,17.1,-55.454,23.988,1.513,273.84
50.302,1.582,14.5,-55.434,5.997,1.614,289.696
50.552,1.005,12.3,-55.392,0,1.211,282.272
53.07,0.488,10.8,-55.257,0,1.109,296.416
55.32,0.022,9.7,-55.281,0,1.109,296.416
56.57,-0.597,9.1,-55.337,0,0.703,309.984
57.534,-0.833,8.4,-55.468,0,0.303,294.272
59.5,-1.478,7.9,-55.413,0,0.101,295.696
60.25,-1.537,7.6,-55.457,0,0,294
61.25,-1.192,7.2,-55.263,0,0,294
64.5,-2.385,9.4,-55.398,0,0.703,293.984
62.998,-1.742,10.3,-55.281,0,0.805,287.696
63.034,-2.341,10.7,-55.464,0,1.609,267.696
62.212,-1.671,11,-55.309,0,1.711,273.552
61.426,-1.532,11.1,-55.457,0,1.312,268.128
63.212,-0.848,11.1,-55.322,0,1.312,286.128
64.604,-0.808,11.1,-55.338,0,1.812,281.408
66.96,-1.329,11.1,-55.292,0,1.508,265.84
68.532,-2.058,11,-55.435,0,2.312,267.344
70.996,-2.264,10.9,-55.304,0,1.711,265.552
72.032,-2.377,10.8,-55.398,0,2.016,268.56
74.424,-2.723,10.6,-55.495,0,1.711,252.776
74.532,-3.349,10.4,-55.364,0,1.508,279.84
74.96,-3.057,10.1,-55.414,0,1.609,269.696
74.46,-3.311,10.1,-55.431,0,1.812,265.408
73.96,-3.06,9.9,-55.414,0,1.711,252.776
73.924,-3.417,9.9,-55.475,0,1.406,267.984
73.352,-3.378,9.7,-55.334,0,1.711,261.552
73.46,-3.525,9.7,-55.306,0,2.312,255.672
73.96,-3.533,9.6,-55.269,0,2.016,268.56
74.96,-3.332,9.5,-55.4,0,1.711,255.776
73.64,-3.596,9.7,-55.423,17.988,1.216,264.272
72.568,-2.565,10.5,-55.303,83.95,1.716,275.552
68.96,-1.27,12.1,-55.498,155.9,2.026,274.56
65.032,0.306,13.8,-55.264,227.9,1.317,296.128
62.748,1.038,16,-55.332,275.8,2.433,282.272
59.07,1.757,18.2,-55.318,323.8,1.412,283.984
56.426,2.47,20.3,-55.277,365.8,1.614,267.696
53.034,3.175,22.1,-55.477,389.8,2.025,278.56
47.998,3.154,23.3,-55.294,95.95,0.807,273.696
44.498,3.774,22.7,-55.42,95.95,1.614,261.696
39.57,3.989,23,-55.295,83.95,1.716,275.552
38.712,4.283,23.8,-55.376,89.95,2.432,302.272
37.07,4.508,24.6,-55.335,89.95,1.411,301.984
34.766,4.835,23.9,-55.419,77.95,1.919,273.264
34.498,4.806,21.2,-55.434,65.95,1.412,281.984
35.034,4.761,19.7,-55.449,53.975,1.512,281.84
34.998,4.645,18.2,-55.339,35.975,2.23,280.416
35.534,4.312,15.8,-55.376,23.988,1.817,273.408
37.034,3.723,13.6,-55.272,11.994,0.304,282.272
41.25,2.601,11.8,-55.285,0,0,282
46,1.649,12.5,-55.406,0,0,278
51.5,0.781,13.2,-55.428,0,0,280
54.25,0.909,13.2,-55.381,0,0.101,230.848
61.5,-0.513,13.1,-55.289,0,0,224
62.75,-0.427,13.1,-55.389,0,0.201,224.848
64.424,-0.147,13.1,-55.251,0,0.402,224.848
67.568,-1.075,12.9,-55.424,0,0.402,252.848
71.068,-0.778,12.9,-55.379,0,0.605,247.136
73.068,-1.052,12.9,-55.32,0,0.402,250.848
74,-1.343,12.8,-55.469,0,0,247
76.5,-2.109,12.6,-55.369,0,0,247
78,-0.906,12.6,-55.411,0,0,247
79,-1.334,12.4,-55.292,0,0,247
79,-2.689,12.4,-55.311,0,0,247
80.5,-1.282,12.3,-55.425,0,0,247
80.5,-1.639,12.2,-55.369,0,0,250
80.5,-1.691,12.1,-55.413,0,0,250
79,-2.546,12.1,-55.333,0,0,250
80,-3.063,12,-55.378,0,0,250
81,-3.032,11.8,-55.451,0,0,250
79,-3.644,11.7,-55.357,0,0,250
80,-3.513,11.7,-55.342,0,0,250
79.5,-2.713,11.6,-55.275,0,0,250
77.5,-3.139,11.6,-55.489,0,0,268
79.5,-5.025,11.5,-55.43,0,0,182
82,-4.998,11.3,-55.466,0,0,174
83,-5.766,11.3,-55.305,0,0,171
83.5,-5.479,11.1,-55.29,0,0,174
82.5,-5.133,11.2,-55.477,5.997,0,171
82.5,-4.455,11.6,-55.337,35.975,0,171
81,-2.515,12.9,-55.406,101.95,0,171
73.5,-0.623,14.1,-55.466,95.95,0,196
69.5,0.474,16.1,-55.298,131.9,0,196
65.5,1.527,17.2,-55.39,287.8,0,241
57.5,4.107,20.2,-55.295,317.8,0,268
56.534,5.063,22.3,-55.427,311.8,1.115,268.416
55.5,4.685,23.8,-55.302,161.9,0.101,247.848
51.962,5.419,25,-55.262,143.9,0.706,275.984
51.25,5.696,26.9,-55.49,137.9,0,73
48.25,5.832,27.2,-55.409,131.9,0.202,323.696
47.5,6.021,23.6,-55.469,125.95,0.304,238.136
44.75,6.473,23.7,-55.307,113.95,0,266
42.25,6.704,21.8,-55.48,95.95,0.706,98.496
41.534,6.688,21.3,-55.266,71.95,0.304,115.068
42.712,6.206,19.8,-55.421,53.975,0.304,126.068
43.212,5.843,17.7,-55.281,29.988,0.202,134.848
46.5,4.865,15.8,-55.276,5.997,0,134
51.75,3.488,14.2,-55.433,0,0,134
58.5,1.761,13,-55.495,0,0,134
62.25,1.054,12.1,-55.259,0,0,134
65.5,0.249,12.8,-55.423,0,0,134
64.5,-0.359,13.6,-55.253,0,0,134
67.5,-0.85,13.7,-55.322,0,0,134
70,-1.132,13.9,-55.469,0,0,134
69,-0.556,13.9,-55.273,0,0,134
71.5,-1.304,13.8,-55.352,0,0,134
71.5,-1.304,13.8,-55.352,0,0,134
73.5,-1.735,13.7,-55.281,0,0.303,134.136
75.5,-1.636,13.5,-55.369,0,0,103.5
76,-1.823,13.3,-55.265,0,0,103.5
76.5,-2.299,13.4,-55.28,0,0,106.5
76.5,-1.921,13.4,-55.341,0,0,106.5
74,-0.37,13.5,-55.462,0,0,126
76,-0.723,13.4,-55.29,0,0,123.5
74,-0.189,13.5,-55.438,0,0.201,126.424
76.068,-1.565,13.3,-55.397,0,0.303,126.068
78.5,-2.868,13.2,-55.253,0,0.201,126.424
80.5,-3.145,13.1,-55.495,0,0,126
81.5,-3.24,13,-55.32,0,0,126
82.5,-2.767,13.2,-55.428,0,0,126
82.5,-2.435,13.2,-55.288,0,0,126
83,-2.684,13.2,-55.347,0,0,132
81,-1.536,13.5,-55.457,0,0.703,123.996
81,-1.554,13.8,-55.47,0,0.201,123.924
80,-0.821,14,-55.363,0,0,126
79.5,-0.725,14,-55.29,0,0,129
79.5,-0.569,14.3,-55.378,5.997,0.304,129.136
78.924,0.205,14.8,-55.485,29.988,0.403,126.424
77,1.128,15.5,-55.493,59.975,0,126
74.5,2.536,15.4,-55.388,101.95,0,126
59.25,5.743,17,-55.369,191.9,0,129
51,7.481,20.1,-55.404,329.8,0,126
47.75,7.655,22.1,-55.286,323.8,0,268
43,8.665,24.3,-55.487,239.9,0.608,272.272
41.82,9.042,25.7,-55.461,131.9,1.717,255.776
41.5,8.693,26.9,-55.291,137.9,0.909,289.408
41.82,9.042,28.7,-55.461,131.9,1.717,255.776
42.712,9.022,28.8,-55.29,131.9,1.92,293.264
42.534,9.34,24.4,-55.333,125.95,1.613,279.696
43.784,9.321,23.5,-55.333,119.95,0.304,274.272
45.212,9.215,23.6,-55.267,101.95,1.012,362.56
45.25,9.163,22.6,-55.292,83.95,0.706,67.496
47.75,8.779,21.3,-55.436,59.975,0.304,310.272
49.5,8.279,19.6,-55.364,29.988,0.101,295.696
51.75,7.434,17.8,-55.455,5.997,0.101,297.696
54.5,6.612,16.2,-55.44,0,0,296
60.5,4.857,14.9,-55.49,0,0,296
65,3.807,13.9,-55.39,0,0,296
67.5,3.564,15,-55.337,0,0,296
67,3.632,15.3,-55.448,0,0,134
69.5,2.86,15.4,-55.308,0,0,199
73,2.146,15.4,-55.315,0,0,199
76.5,1.438,15.2,-55.405,0,0,199
77,1.758,15.2,-55.495,0,0,302
78,2.033,15.2,-55.484,0,0,342
79.5,2.034,15.1,-55.27,0,0,324
80.5,1.707,15.2,-55.451,0,0,324
81.5,1.908,15.3,-55.274,0,0,324
80.5,2.362,15.5,-55.446,0,0,322
81,1.754,15.6,-55.318,0,0,324
81.5,1.844,15.6,-55.479,0,0,322
83.424,1.738,15.6,-55.391,0,0.402,301.696
84.068,1.741,15.7,-55.391,0,1.008,296.56
84.996,1.897,15.7,-55.261,0,1.109,306.416
83.996,1.844,15.6,-55.479,0,1.312,294.128
84.352,1.635,15.5,-55.479,0,1.211,282.272
83.14,1.428,15.3,-55.478,0,1.211,286.272
81.996,1.489,15.1,-55.273,0,0.805,303.696
80.14,1.246,15.2,-55.418,0,1.211,302.272
79.352,1.017,15.1,-55.404,0,1.211,278.272
75.924,1.122,14.9,-55.316,0,1.008,316.56
75.496,0.92,14.9,-55.485,0,1.406,287.984
76.352,0.613,14.7,-55.411,0,1.211,302.272
77.352,0.062,14.3,-55.281,0,1.211,296.272
77.924,-0.202,14.1,-55.356,11.994,1.216,282.272
76.604,0.022,14.5,-55.281,53.975,1.817,297.408
73.532,0.812,14.3,-55.307,113.95,1.614,295.696
68.996,1.491,14.6,-55.273,179.9,2.526,311.2
63.748,2.03,16,-55.306,239.9,1.817,307.408
60.266,2.357,18.6,-55.269,299.8,2.636,282.128
58.176,2.865,20.8,-55.308,335.8,2.229,306.416
55.052,3.205,22.7,-55.405,173.9,2.026,322.56
52.534,3.358,23.8,-55.462,119.95,4.235,335.488
51.686,3.127,24.8,-55.33,119.95,3.227,311.696
50.016,3.146,23.7,-55.294,119.95,3.227,301.696
47.926,3.174,19.8,-55.477,107.95,2.525,342.56
44.194,3.178,23.9,-55.264,143.9,2.324,331.344
42.266,3.469,23.8,-55.256,101.95,2.822,279.984
41.908,3.003,20.6,-55.322,119.95,2.024,294.56
42.186,2.991,19.8,-55.316,119.95,3.336,282.624
41.962,2.461,17.4,-55.313,53.975,2.931,320.912
39.534,1.949,15.5,-55.306,35.975,2.027,268.56
38.676,1.278,13.7,-55.272,11.994,2.932,302.912
39.052,0.488,12,-55.257,0,2.812,265.984
42.784,-0.189,12,-55.438,0,0.605,348.272
45.748,-0.596,13.2,-55.337,0,1.609,315.696
45.784,-0.878,13.4,-55.452,0,1.406,309.984
48.748,-1.352,13.4,-55.397,0,1.312,320.128
50.962,-1.618,13.3,-55.442,0,0.201,317.696
53.962,-2.17,13.1,-55.266,0,0.402,307.696
56.534,-2.652,12.8,-55.377,0,0.605,310.272
58,-2.578,12.8,-55.303,0,0,310
59.75,-3.077,12.7,-55.378,0,0.201,311.696
57.25,-2.405,12.5,-55.361,0,0,302
55.75,-2.599,12.5,-55.486,0,0,278
55.712,-2.719,12.5,-55.495,0,0.402,252.848
55.284,-3.188,12.5,-55.386,0,1.008,244.28
55.212,-3.282,12.4,-55.467,0,0.805,255.848
55.962,-3.432,12.3,-55.481,0,1.211,264.272
55.75,-3.363,12.2,-55.328,0,0,260
56.962,-3.53,12.1,-55.306,0,0.201,255.848
57.926,-3.982,11.9,-55.276,0,1.609,247.848
58.748,-4.071,11.6,-55.304,0,0.805,267.696
58.712,-4.217,11.4,-55.308,0,1.609,267.696
58.784,-4.076,11.3,-55.41,0,1.508,275.84
58.284,-3.867,11,-55.488,0,0.605,280.272
58.962,-4.195,10.9,-55.308,0,1.211,266.272
61.426,-5.23,10.7,-55.282,0,1.312,266.128
62.962,-5.219,10.7,-55.282,0,0.402,265.696
63.462,-5.116,10.6,-55.278,0,0.906,259.408
64.424,-5.412,10.5,-55.47,0,0.101,259.696
67.5,-6.236,10.5,-55.251,0,0.303,258.272
71.5,-6.534,10.8,-55.464,17.988,0,258
68,-5.425,11.7,-55.47,77.95,0,236
61.57,-2.195,13.2,-55.407,161.9,0.507,280.56
54.82,-1.549,14,-55.47,233.9,1.317,252.064
48.784,0.22,14.5,-55.403,293.8,0.807,265.696
38.534,0.935,16.1,-55.34,359.8,0.909,281.408
34.034,1.361,17.9,-55.257,395.8,1.317,356.128
32.57,2.422,19.5,-55.343,59.975,0.608,330.272
33.25,2.124,18.6,-55.387,53.975,0.101,311.696
30.75,1.834,18.7,-55.467,53.975,0.807,59.212
30.875,1.861,19.4,-55.407,59.975,0.202,221.848
29.25,2.578,19.5,-55.358,65.95,0,73
27.625,2.901,19.9,-55.491,71.95,0,358
26.5,2.993,11,-55.316,101.95,0,334
26.875,3.198,14.3,-55.441,59.975,0,120.5
26.625,3.198,14.7,-55.441,77.95,0.507,103.64
26.66,3.221,13.9,-55.411,59.975,1.41,92.996
27.25,3.029,13,-55.286,29.988,0.506,120.64
28.75,2.644,11.8,-55.432,5.997,0.706,98.496
32.034,2.308,10.9,-55.335,0,0.605,103.568
34.462,2.039,10.4,-55.484,0,1.008,103.64
35.212,1.725,13.1,-55.378,0,0.605,112.068
36.962,1.351,13.8,-55.329,0,0.605,109.568
36.962,1.385,14.4,-55.361,0,0.504,129.28
38.07,1.274,14.8,-55.272,0,0.703,140.992
39.034,1.366,15.1,-55.257,0,0.906,101.352
41.07,1.456,15.3,-55.418,0,0.504,120.64
43.212,1.403,15.5,-55.374,0,1.008,126.14
44.712,1.247,15.7,-55.418,0,1.211,120.568
47.07,1.019,15.7,-55.404,0,0.906,143.704
47.998,1.032,15.8,-55.332,0,0.805,129.848
45.32,1.347,15.9,-55.329,0,0.805,129.848
44.462,1.347,15.9,-55.329,0,0.703,123.996
44.5,1.276,15.9,-55.272,0,0.605,123.568
45.462,1.205,15.9,-55.3,0,0.703,123.996
46.5,0.867,16,-55.396,0,0,120.5
49.5,-0.064,15.7,-55.367,0,0,115
52.25,-0.791,15.5,-55.483,0,0,115
55.25,-1.334,15.3,-55.292,0,0,115
57.75,-1.758,15.3,-55.471,0,0,115
60,-1.71,15.4,-55.341,0,0,112
62.5,-1.706,15.5,-55.341,0,0,112
62.75,-1.762,15.5,-55.471,0,0,112
64.5,-1.526,15.6,-55.28,0,0,112
63.75,-1.147,15.8,-55.396,0,0,112
62.75,-0.4,16.1,-55.471,0,0,112
60.5,0.249,16.3,-55.423,0,0,112
60.5,0.292,16.4,-55.305,0,0,118
60.5,0.374,16.5,-55.401,5.997,0,120.5
59.962,0.892,16.8,-55.355,5.997,0.909,115.352
58.32,1.491,17.1,-55.273,17.988,0.909,140.704
56,2.505,17.3,-55.461,35.975,0.608,98.068
53.75,3.141,16.2,-55.294,23.988,0.304,84.068
52.284,3.892,16.4,-55.47,47.975,1.114,92.604
50.5,4.541,16.4,-55.405,35.975,0,123.5
49.5,5.088,16.5,-55.427,47.975,0.101,98.424
49.212,5.268,17.4,-55.38,29.988,0.304,101.068
49.75,5.512,17.8,-55.41,41.975,0,101
52.75,5.688,17.9,-55.49,41.975,0.202,126.424
58.25,4.993,17.5,-55.28,41.975,0,123.5
66.5,4.785,17.4,-55.328,29.988,0,123.5
74,3.387,17.5,-55.389,29.988,0.304,123.568
79,2.833,17.6,-55.338,35.975,0.507,258.56
82.5,3.185,17.5,-55.264,23.988,0,258
81.924,3.154,17.2,-55.294,5.997,0.202,259.696
86.924,3.632,16.9,-55.448,5.997,0.706,123.996
87.5,3.665,16.8,-55.375,0,0.703,123.996
