shidu,wendu,shineiwendu,ziwaixian,fushe,fengsu,fengxiang
46.212,19.686,29.2,-55.495,401.8,1.317,280.128
42.176,20.533,29,-55.294,401.8,1.411,309.984
42.462,20.498,27.3,-55.378,359.8,0.608,260.272
42.034,20.297,27.9,-55.292,203.9,2.322,301.344
41.676,20.031,28.2,-55.284,167.9,1.513,307.84
41.284,20.295,28.4,-55.457,149.9,1.818,275.408
39.712,20.308,28.1,-55.345,137.9,1.013,286.56
41.784,20.308,27.3,-55.318,125.95,0.807,317.696
40.248,20.144,25.6,-55.483,101.95,1.512,269.84
40.212,20.135,25.9,-55.403,83.95,1.115,266.416
38.784,19.924,26.3,-55.331,65.95,0.608,292.272
41.462,19.378,25.4,-55.434,41.975,1.013,286.56
40.57,18.756,23.6,-55.333,17.988,0.807,303.696
47.712,17.312,21.7,-55.321,0,0.906,295.408
51.534,16.305,20.2,-55.462,0,0.805,315.696
52,16.051,19,-55.428,0,0,302
56.5,13.83,17.9,-55.299,0,0,302
59.5,13.335,17.1,-55.429,0,0,302
60.25,12.592,16.3,-55.396,0,0,227
65,11.195,15.9,-55.256,0,0,224
66.5,10.771,15.3,-55.265,0,0,224
67.5,10.531,14.8,-55.25,0,0,224
69.5,9.317,14.2,-55.386,0,0,224
72,8.43,13.9,-55.419,0,0,224
73,8.774,14.9,-55.382,0,0,224
73,7.835,15.1,-55.495,0,0,224
70.5,8.775,15.3,-55.329,0,0,224
73.924,6.852,15.5,-55.362,0,0.201,224.848
76.5,7.291,15.5,-55.451,0,0,224
76.5,7.045,15.5,-55.443,0,0,219
73.5,7.006,15.6,-55.351,0,0,219
69.5,8.201,15.6,-55.389,0,0,221
66,9.035,15.5,-55.344,0,0,219
70.5,7.158,15.5,-55.34,0,0,221
75.5,6.418,15.6,-55.252,0,0,219
74,6.464,15.5,-55.451,0,0,219
75,6.032,15.5,-55.453,0,0.101,219.848
74.5,6.384,15.5,-55.267,0,0,219
76,5.761,15.4,-55.439,0,0,219
76.5,6.117,15.4,-55.402,0,0,219
77,5.743,15.3,-55.369,0,0,219
74.424,7.616,15.5,-55.301,11.994,0.404,250.848
69,8.606,16.2,-55.289,41.975,0.506,255.28
66.568,10.004,17.7,-55.392,125.95,0.705,259.984
59.212,13.183,19.8,-55.453,191.9,1.317,292.128
50.462,14.612,22.1,-55.45,263.8,0.909,323.408
44.32,15.772,25.3,-55.421,329.8,0.807,295.696
38.32,16.431,24.9,-55.383,377.8,1.614,303.696
33.82,17.136,26.3,-55.459,419.8,1.411,8.437
32.462,17.649,27.3,-55.447,443.8,1.317,306.128
30.035,18.216,27.7,-55.258,425.8,1.411,317.984
28.106,18.647,28.1,-55.332,215.9,2.118,323.488
27.856,18.973,29.2,-55.307,137.9,0.909,329.408
26.606,19.321,29.5,-55.406,125.95,1.012,336.56
24.865,19.461,29.5,-55.407,113.95,2.227,302.416
23.088,19.271,28.7,-55.492,107.95,2.228,320.416
23.463,19.174,26.1,-55.288,89.95,1.114,306.416
23.856,19.082,26,-55.426,71.95,0.807,297.696
23.481,18.981,26.3,-55.254,53.975,1.411,297.984
24.267,18.446,25.2,-55.496,41.975,0.909,341.408
26.106,17.762,23.2,-55.282,17.988,0.507,300.56
28,16.862,21.3,-55.45,0,0.703,301.984
30,15.617,19.9,-55.391,0,0.303,268.272
39,13.346,18.6,-55.429,0,0,268
39.5,13.201,17.5,-55.31,0,0,268
44.75,11.25,16.6,-55.348,0,0,306
49.25,9.932,15.9,-55.443,0,0,306
54,9.4,15.4,-55.36,0,0,306
54.75,9.375,15,-55.333,0,0,306
57.25,8.63,14.4,-55.487,0,0,306
59,8.481,15.3,-55.287,0,0,306
60.75,7.643,15.4,-55.5,0,0,302
63.5,6.997,15.5,-55.495,0,0,302
56.25,10.365,15.6,-55.434,0,0.303,302.272
55.75,8.535,15.7,-55.314,0,0,302
52.498,8.781,15.6,-55.382,0,0.805,301.696
53.5,8.226,15.5,-55.496,0,0,266
51.75,9.437,15.3,-55.307,0,0.504,300.56
52.748,9.51,15.3,-55.309,0,1.109,302.416
55.712,8.9,15.1,-55.448,0,1.312,306.128
57.07,8.94,15,-55.263,0,0.805,301.696
58.284,8.651,14.9,-55.487,0,1.008,296.56
60.248,8.074,14.6,-55.377,0,0.703,289.984
59.498,8.416,14.5,-55.419,0,1.008,306.56
61.5,7.011,14.3,-55.458,0,0.504,260.56
63.462,6.207,14.1,-55.421,0,2.109,269.488
65.924,5.783,13.8,-55.424,0,0.303,260.272
65.068,5.56,13.6,-55.373,0,1.109,268.416
65.568,5.751,13.4,-55.332,0,0.504,266.56
65.568,6.143,13.5,-55.259,11.994,0.304,260.272
63.75,7.311,14.2,-55.451,41.975,0.304,300.272
59.534,9.179,16.1,-55.346,161.9,0.807,307.696
53.712,9.8,18.3,-55.334,221.9,1.512,323.84
52.498,10.877,20.5,-55.385,287.8,1.318,330.128
49.5,11.999,24.5,-55.471,347.8,0.807,315.696
49.284,12.737,26.3,-55.398,401.8,0.506,322.56
50.284,13.635,26.3,-55.419,443.8,0.608,2.799
50.712,13.593,25.2,-55.498,473.8,1.317,59.016
47.48,14.242,25,-55.476,455.8,2.024,286.56
42.284,14.242,25.2,-55.369,143.9,1.115,280.416
36.784,14.501,26.6,-55.475,83.95,1.411,301.984
34.534,14.514,26.3,-55.358,83.95,2.432,322.272
30.606,14.771,26.6,-55.426,89.95,1.817,317.408
23.383,14.75,24.9,-55.426,77.95,1.615,321.696
22.624,14.821,25.7,-55.294,65.95,2.027,19.66
29.035,14.434,26.7,-55.399,53.975,0.506,288.56
34.32,13.389,26.5,-55.468,41.975,1.013,47.82
34.5,12.758,24.7,-55.479,29.988,1.817,44.926
34.962,12.273,22,-55.407,17.988,0.608,28.017
38.712,11.311,19.5,-55.348,0,1.109,53.302
42.25,10.224,17.6,-55.486,0,0,50.5
45.25,9.23,16.9,-55.267,0,0,106.5
49.5,7.871,16.8,-55.459,0,0.201,106.924
54.25,6.876,16.5,-55.347,0,0,106.5
55.75,6.295,16.2,-55.462,0,0,106.5
59.75,5.281,15.7,-55.38,0,0,106.5
61.75,4.748,15.4,-55.379,0,0,106.5
61,5.309,15.3,-55.258,0,0,106.5
61.5,4.801,15.1,-55.434,0,0,106.5
62.25,4.712,14.9,-55.394,0,0,106.5
61.5,4.581,14.7,-55.283,0,0,106.5
60.5,4.742,14.6,-55.379,0,0,106.5
63.25,3.608,14.4,-55.264,0,0,106.5
64.5,3.341,14.2,-55.455,0,0,106.5
66,2.993,14.1,-55.316,0,0,106.5
59.75,5.2,14,-55.432,0,0,106.5
54,6.395,13.9,-55.395,0,0,84
57.25,4.536,13.8,-55.298,0,0,84
56.5,5.361,13.6,-55.314,0,0.101,103.924
54.75,5.471,13.6,-55.318,0,0,106.5
53.5,5.013,13.5,-55.479,0,0,179
55.5,4.558,13.4,-55.298,0,0,177
60.25,3.187,13.3,-55.477,0,0,179
64.5,2.162,13.1,-55.278,0,0,185
66.5,1.545,13,-55.317,0,0,185
65.5,1.427,12.8,-55.478,0,0.201,185.848
71.5,0.487,12.7,-55.257,0,0,185
71.5,0.768,12.8,-55.323,11.994,0.202,185.848
68.5,2.187,13.5,-55.498,35.975,0,185
59.5,5.806,15.4,-55.424,161.9,0,191
49.5,10.324,17.8,-55.263,251.9,0,182
39.25,11.435,20.4,-55.468,317.8,0,188
38.212,11.29,24.9,-55.455,377.8,0.404,265.696
35.212,12.837,26.5,-55.4,431.8,0.202,287.696
29.517,14.634,25.4,-55.477,449.8,1.215,288.272
25.276,15.13,25.5,-55.443,479.8,1.317,354.128
25.285,15.352,25.1,-55.43,467.8,2.321,2.807
24.651,15.494,26,-55.272,101.95,1.817,301.408
24.856,15.735,27,-55.393,101.95,0.705,279.984
24.91,16.125,26.8,-55.376,95.95,2.432,258.272
24.481,16.215,26.5,-55.349,101.95,0.101,315.696
24.41,16.218,25.2,-55.435,95.95,0.807,311.696
23.588,16.322,22.8,-55.462,71.95,1.513,267.84
23.981,16.073,23.7,-55.375,59.975,1.512,281.84
24.606,15.986,23.9,-55.29,47.975,1.317,296.128
27.017,15.481,22.8,-55.442,35.975,1.318,302.128
29.231,14.71,20.7,-55.452,17.988,0.507,296.56
30.75,13.934,18.5,-55.38,0,0,296
37,11.463,16.7,-55.453,0,0,300
43,9.806,15.4,-55.26,0,0,296
48.25,8.775,14.3,-55.436,0,0,300
52,7.943,13.7,-55.285,0,0,296
53,7.014,15.1,-55.351,0,0,296
57.25,6.059,15.2,-55.325,0,0.201,42.212
59.75,5.601,15.2,-55.343,0,0,75.5
58.75,5.508,15.1,-55.41,0,0.303,75.568
61.75,4.708,15.1,-55.287,0,0,75.5
62,4.82,15,-55.419,0,0,75.5
63.5,4.259,14.9,-55.284,0,0,75.5
64.5,4.005,14.9,-55.276,0,0,75.5
64,4.217,14.8,-55.442,0,0,75.5
68.5,2.567,14.7,-55.358,0,0.101,75.924
72,1.971,14.5,-55.496,0,0,75.5
72,2.399,14.4,-55.416,0,0,75.5
71.5,2.285,14.2,-55.372,0,0,75.5
71,2.033,14.1,-55.484,0,0.504,75.64
71.5,2.094,14.1,-55.381,0,0,75.5
73.5,1.131,13.9,-55.493,0,0,126
73.5,1.304,13.8,-55.462,0,0,126
74.424,1.102,13.7,-55.303,0,0.201,123.924
73.5,1.13,13.6,-55.493,0,0,126
75,1.124,13.5,-55.316,0,0,126
74.5,0.865,13.5,-55.396,0,0,126
75,0.557,13.3,-55.322,0,0,126
76,0.375,13.2,-55.401,0,0,126
76,0.488,13.3,-55.257,11.994,0,126
75,1.555,13.8,-55.494,35.975,0,126
65,6.234,15.8,-55.406,155.9,0,126
55,9.578,18.1,-55.283,233.9,0,126
42.82,13.167,20.8,-55.453,305.8,0.909,123.852
36.212,14.003,24.6,-55.328,365.8,0.608,109.568
34,15.065,27.8,-55.415,413.8,1.012,134.28
30.892,15.797,28.2,-55.474,455.8,1.317,118.032
27.517,17.178,28.4,-55.432,479.8,1.613,137.848
25.5,17.707,28.8,-55.276,479.8,0.506,109.64
24.713,17.694,29.7,-55.447,155.9,1.412,89.996
23.25,17.842,31,-55.336,77.95,0.202,359.696
23.392,18.083,30.7,-55.343,83.95,0.304,98.068
22.892,18.565,30.2,-55.331,89.95,0.608,162.136
22.606,18.486,30,-55.496,83.95,1.216,134.136
22.375,18.775,27.7,-55.28,65.95,0.304,109.568
22.731,18.554,26.1,-55.331,53.975,2.025,98.14
23.142,18.381,25.9,-55.298,41.975,0.608,92.568
23.91,17.919,25,-55.369,29.988,0.807,112.424
25.75,16.94,23.4,-55.425,11.994,0,129
30.642,14.918,21.5,-55.321,0,0.605,120.568
33.25,13.744,20.1,-55.35,0,0,120.5
39.25,11.322,18.9,-55.44,0,0,120.5
43,10.453,18,-55.447,0,0,120.5
45.5,9.31,17.2,-55.465,0,0,120.5
45,9.525,16.5,-55.362,0,0,120.5
47.25,8.665,15.7,-55.263,0,0,120.5
50.5,7.944,15.1,-55.499,0,0,120.5
49.712,8.35,16,-55.498,0,0.605,118.068
45.5,8.855,16.5,-55.474,0,0.101,126.424
47.5,8.171,16.6,-55.351,0,0,129
53,6.788,16.5,-55.307,0,0,129
58.25,5.398,16.5,-55.277,0,0.504,129.28
57.75,7.176,16.5,-55.447,0,0,129
60.75,6.111,16.5,-55.402,0,0,129
62,5.934,16.5,-55.321,0,0.101,129.848
63.75,5.564,16.5,-55.273,0,0,129
63.25,6.124,16.4,-55.402,0,0,129
65,5.545,16.3,-55.266,0,0,129
67.5,4.85,16.3,-55.49,0,0,126
69,5.293,16.3,-55.472,0,0,126
70,5.058,16.2,-55.464,0,0,126
72,4.726,16.2,-55.486,0,0,126
72,4.147,16.2,-55.28,0,0,126
74,4.093,16.2,-55.438,0,0.101,129.848
76,3.249,16.3,-55.375,0,0,126
77.5,3.011,16.1,-55.322,0,0,126
78,3.331,16.1,-55.455,0,0,126
78,3.302,16.1,-55.272,5.997,0,126
78,4.649,16.7,-55.445,41.975,0,126
72.924,7.399,18.1,-55.257,107.95,0.403,126.424
66.924,9.456,20,-55.442,179.9,0.807,134.848
60.784,11.44,21.7,-55.388,245.9,0.705,120.996
55.212,13.604,24.6,-55.273,305.8,0.807,129.848
48.25,16.032,26.5,-55.257,353.8,0.101,129.848
42.712,17.904,27.2,-55.449,395.8,0.807,103.924
40.052,18.69,28.1,-55.332,413.8,2.025,123.64
41.462,19.364,27.3,-55.348,395.8,1.216,134.136
37.016,20.34,28.4,-55.404,191.9,2.635,95.532
32.926,20.772,29.5,-55.392,119.95,2.118,132.744
34.052,21.089,30.1,-55.255,119.95,1.317,120.532
31.125,21.281,30.2,-55.294,113.95,0,132
29.981,21.467,29.1,-55.408,101.95,2.525,81.3
30.535,21.381,28.1,-55.295,89.95,1.614,126.424
31.133,20.929,28.1,-55.478,71.95,1.412,112.496
32.534,20.394,27.8,-55.405,53.975,0.807,129.848
33.07,19.642,26.3,-55.356,35.975,1.216,118.068
33.25,18.693,24.1,-55.498,17.988,0.909,134.704
33.962,17.835,22.1,-55.25,0,0.605,109.568
35.712,16.89,20.7,-55.259,0,0.805,134.848
40.75,15.519,19.6,-55.353,0,0.402,129.848
43.5,14.642,18.6,-55.424,0,0,120.5
43.5,14.536,17.8,-55.422,0,0.201,202.848
44,14.307,17.2,-55.343,0,0,143
46.25,13.655,16.6,-55.419,0,0.906,112.352
50.712,13.306,16.1,-55.402,0,0.703,140.992
55.498,12.625,15.7,-55.306,0,0.906,129.704
58.75,12.336,15.7,-55.264,0,0.605,73.068
59.534,12.123,16.9,-55.484,0,0.703,115.496
60.962,11.855,17.3,-55.459,0,0.101,109.924
61.712,11.662,17.4,-55.311,0,0.805,134.848
64,10.986,17.5,-55.359,0,0.201,123.924
66.5,10.213,17.5,-55.379,0,0.402,132.848
69.5,9.185,17.6,-55.292,0,0,132
70.5,9.351,17.5,-55.44,0,0.303,134.136
70.5,9.758,17.7,-55.441,0,0,132
72,9.027,17.8,-55.344,0,0,132
74,8.473,17.9,-55.287,0,0,132
76.5,8.447,17.9,-55.287,0,0,132
78,7.954,17.8,-55.285,0,0,132
79.5,7.555,17.7,-55.481,0,0,132
80.5,7.31,17.6,-55.451,0,0,132
84,7.644,17.5,-55.393,0,0,132
84,6.765,17.4,-55.45,0,0,132
84,8.171,17.3,-55.298,0,0.101,132.848
83.5,7.749,17.3,-55.455,0,0,120.5
84,7.797,17.4,-55.296,11.994,0,120.5
82.568,9.511,18.3,-55.427,53.975,0.705,129.992
78.424,11.083,19.3,-55.254,119.95,0.101,129.848
70.568,13.23,20.2,-55.374,185.9,0.608,101.068
63.75,15,22.2,-55.27,257.8,0,61.75
56.712,16.995,24.9,-55.371,317.8,0.909,120.852
52.75,17.562,26.5,-55.355,365.8,2.229,129.208
46.25,19.621,28.4,-55.408,455.8,0.101,120.924
41.962,20.435,27.8,-55.405,523.6,0.101,2.81
39,20.537,26,-55.438,191.9,0.101,146.848
38.5,20.65,26,-55.359,191.9,0,171
37.284,20.853,25.6,-55.333,191.9,0.404,241.848
36.5,21.036,27,-55.282,149.9,0,84
35,21.662,27.7,-55.383,149.9,0.101,311.696
33,21.84,28,-55.331,101.95,0.101,188.848
32,21.277,26.7,-55.294,89.95,0.706,297.984
33,21.046,26.1,-55.314,71.95,0.304,314.272
32.25,20.91,26.7,-55.42,53.975,0.403,315.696
33.5,20.482,25.6,-55.432,35.975,0,314
38.5,19.462,23.8,-55.434,17.988,0,314
42,17.362,21.9,-55.321,0,0,314
48.5,15.621,20.6,-55.274,0,0,314
53.25,14.198,19.5,-55.369,0,0,314
58,13.109,18.7,-55.425,0,0.906,315.408
59.5,12.522,18,-55.422,0,0,148
64.5,11.457,17.4,-55.335,0,0,148
63,11.975,17,-55.407,0,0.402,151.848
67,10.662,16.6,-55.263,0,0.201,151.848
70.5,10.453,16,-55.276,0,0,168
63.75,12.547,17,-55.358,0,0.402,303.696
67,12.008,17.4,-55.275,0,0.101,309.696
69,11.555,17.4,-55.363,0,0,308
75,10.087,17.5,-55.313,0,0,306
78.5,9.564,17.6,-55.283,0,0,306
78.5,9.254,17.6,-55.465,0,0,306
79,8.503,17.5,-55.314,0,0,306
80.068,9.253,17.4,-55.412,0,0.906,295.408
79.568,8.901,17.3,-55.288,0,0.906,273.408
79.924,8.991,17.2,-55.487,0,0.504,272.56
81.424,8.68,17.1,-55.263,0,0.504,272.56
80.5,8.097,17,-55.441,0,0.605,272.272
81.424,8.154,16.8,-55.468,0,1.109,268.416
84,7.344,16.8,-55.4,0,0.201,269.696
85.924,7.636,16.7,-55.393,0,0.805,269.696
84.852,7.341,16.6,-55.308,0,1.211,272.272
85.64,7.292,16.5,-55.344,0,1.109,266.416
86.5,6.546,16.4,-55.491,0,1.109,300.416
88,6.868,16.4,-55.362,0,0.805,279.696
87.5,6.433,16.4,-55.359,5.997,0.202,275.696
89.5,7.139,16.9,-55.462,17.988,0.807,279.696
91.068,8.639,17.9,-55.487,47.975,0.304,268.272
92,8.944,17.5,-55.263,71.95,0.404,269.696
92.5,9.334,18.2,-55.44,101.95,0.101,265.696
87.5,11.113,19.6,-55.254,101.95,0.506,278.56
83.924,12.787,22.4,-55.319,233.9,0.705,281.984
80.5,14.021,21.6,-55.446,275.8,1.013,36.57
76.924,15.49,23.4,-55.272,263.8,0.404,25.356
71.996,16.31,23.8,-55.35,263.8,0.909,64.852
66.924,16.922,24.8,-55.286,209.9,0.403,33.712
65.14,16.958,26.2,-55.483,179.9,1.411,59.248
62.712,17.287,26.2,-55.348,143.9,1.615,59.212
60.462,17.279,26.4,-55.46,137.9,0.706,42.248
58.962,17.306,26,-55.294,119.95,0.202,16.856
61.32,16.951,23.7,-55.286,101.95,0.909,22.463
61.25,16.565,24.2,-55.299,71.95,1.818,343.408
60.426,15.908,24.4,-55.423,53.975,1.317,67.032
61.462,15.267,23.3,-55.402,35.975,0.202,44.962
64.424,14.399,21.4,-55.292,17.988,1.412,349.984
67.924,13.385,19.5,-55.35,0,0.101,5.62
70,12.487,18.2,-55.383,0,0.703,14.062
73.5,11.594,17.1,-55.455,0,0.201,44.962
76,10.825,16.1,-55.41,0,0,36.5
77,10.549,15.2,-55.25,0,0,36.5
78.5,9.087,15.6,-55.318,0,0,36.5
81.5,7.742,16.3,-55.455,0,0,36.5
83.5,7.069,16.4,-55.3,0,0,36.5
84.5,6.726,16.5,-55.358,0,0,36.5
84,6.519,16.4,-55.292,0,0,36.5
86.5,6.127,16.3,-55.473,0,0,36.5
86.5,5.636,16.3,-55.435,0,0,36.5
87,5.532,16.2,-55.373,0,0,36.5
88,5.605,16.2,-55.471,0,0,36.5
89,5.814,16.2,-55.409,0,0,2.797
88.5,5.327,16.2,-55.457,0,0,56
89.5,4.665,16.1,-55.43,0,0,59
90,4.819,16,-55.291,0,0,59
90,4.822,15.9,-55.291,0,0,59
90,4.679,16,-55.43,0,0.101,61.962
89.5,5.181,16,-55.361,0,0.101,61.962
90,4.405,16,-55.416,0,0,87
91,4.287,15.9,-55.482,0,0,87
91,3.766,15.9,-55.42,0,0.101,109.924
92,3.939,15.8,-55.404,0,0,109.5
92,4.572,15.9,-55.283,0,0.201,182.848
92,4.362,15.9,-55.431,0,0,182
92,4.585,16,-55.283,0,0,179
92.5,5.083,16.2,-55.427,0,0,182
92.5,5.756,16.5,-55.439,17.988,0.101,182.848
91.924,6.832,17.2,-55.271,59.975,0.506,123.64
89.424,7.923,17,-55.301,53.975,0.608,120.568
85.424,9.598,18.2,-55.454,179.9,0.304,126.068
80,11.857,20.3,-55.352,119.95,0,132
75.924,13.979,22.5,-55.408,251.9,0.304,140.136
69.924,16.054,24.2,-55.257,311.8,1.318,120.532
65,17.232,25.3,-55.405,293.8,0.807,106.924
61.25,17.889,25.2,-55.422,287.8,0.202,148.848
57.75,18.639,26.1,-55.305,227.9,0.202,75.924
54.75,19.245,27.4,-55.432,197.9,0.404,126.424
52.75,19.731,27.2,-55.415,179.9,0,61.75
51.962,19.339,26.7,-55.46,167.9,1.411,140.992
52.284,19.575,26,-55.296,143.9,1.412,112.496
51.284,19.471,24.2,-55.434,119.95,0.608,106.568
52.748,19.201,24.2,-55.405,95.95,1.013,157.28
52.32,18.928,24.3,-55.478,65.95,0.909,120.852
53.07,18.4,23.4,-55.325,41.975,1.216,134.136
56.034,17.51,22,-55.446,11.994,0.706,134.992
61,16.067,20.6,-55.257,0,0,132
64.5,14.862,19.6,-55.4,0,0,132
68,13.398,18.8,-55.468,0,0,132
69,13.249,18.1,-55.374,0,0,129
71,12.367,17.4,-55.381,0,0,129
74.424,12.018,16.9,-55.328,0,0.605,123.568
71,13.304,16.5,-55.284,0,0.504,160.28
72.424,12.983,16.6,-55.359,0,0.201,120.924
75.424,12.331,17.3,-55.328,0,0.703,134.992
77.424,11.898,17.6,-55.497,0,0.703,123.996
79.424,11.57,17.7,-55.401,0,0.805,126.424
80,11.332,17.8,-55.44,0,0.303,137.136
81.5,10.715,17.8,-55.462,0,0,123.5
83.5,10.131,17.7,-55.405,0,0.201,123.924
84,9.676,17.7,-55.429,0,0,126
86,8.471,17.6,-55.393,0,0,126
87.5,8.915,17.6,-55.395,0,0.101,126.424
87.5,8.917,17.5,-55.342,0,0,126
88.424,8.126,17.4,-55.415,0,0.101,126.424
89,6.983,17.4,-55.495,0,0,126
89.5,7.309,17.4,-55.344,0,0,126
88.924,7.254,17.4,-55.253,0,0.504,126.14
89.5,6.498,17.4,-55.414,0,0.101,126.424
89,6.163,17.3,-55.351,0,0.101,126.424
89.5,6.084,17.3,-55.417,0,0,126
90.5,5.709,17.2,-55.49,0,0,126
91,5.695,17.1,-55.384,0,0,126
90.5,5.966,17.1,-55.306,0,0,126
90,6.149,17.1,-55.473,5.997,0,126
90.5,6.399,17.6,-55.395,29.988,0,126
88.5,8.158,18.8,-55.468,77.95,0,126
85,10.206,20.1,-55.486,125.95,0,126
80.5,12.75,21.4,-55.398,173.9,0.304,126.068
75.424,14.418,23.4,-55.292,245.9,0.202,129.848
70.568,15.527,25.4,-55.417,257.8,0.808,89.924
66.924,16.621,25.2,-55.496,311.8,0.608,143.136
60.212,18.2,26.6,-55.291,347.8,1.114,98.104
57.75,18.391,27.9,-55.41,353.8,0.807,123.924
54.784,19.243,28.8,-55.373,215.9,0.608,129.136
54.25,19.147,28.6,-55.459,161.9,0.706,118.496
51.5,19.66,28.3,-55.495,161.9,1.216,143.136
49.5,19.658,29,-55.329,143.9,0.304,123.568
50.462,19.481,25.9,-55.322,155.9,0.807,129.848
51.534,19.249,23.5,-55.486,113.95,0.807,115.424
51.784,19.369,23.6,-55.321,83.95,0.608,92.568
54.212,18.653,23.4,-55.359,59.975,0.705,126.496
55.462,18.362,22.6,-55.292,35.975,0.507,112.14
58,17.554,21.5,-55.355,11.994,0,118
61,16.401,20.3,-55.495,0,0,120.5
65,15.281,19.5,-55.455,0,0,81
68.5,15.02,18.9,-55.377,0,0.402,81.424
71,14.43,18.3,-55.463,0,0.402,70.424
74.068,13.767,17.6,-55.378,0,0.504,118.14
77.424,12.557,17.2,-55.251,0,0.504,134.28
79,12.136,16.6,-55.287,0,0,123.5
80.5,11.262,17.6,-55.348,0,0,134
82.5,10.588,17.8,-55.289,0,0,137
83.5,10.384,17.9,-55.462,0,0.201,143.848
84.424,9.964,18,-55.482,0,0.402,143.848
87,9.191,18,-55.491,0,0.605,140.136
86,9.501,18,-55.427,0,0.201,132.848
84.924,10.154,18.1,-55.405,0,0.504,143.28
85,9.588,18.1,-55.454,0,0,143
86,8.79,18.1,-55.329,0,0,143
88,9.004,18.1,-55.344,0,0,134
88,9.071,18.1,-55.435,0,0,137
88.5,8.699,18,-55.355,0,0,137
89,8.337,17.8,-55.391,0,0,129
89.5,7.848,17.8,-55.352,0,0,129
90.5,7.949,17.7,-55.285,0,0,129
90.5,7.829,17.7,-55.495,0,0,129
89.5,7.109,17.6,-55.392,0,0,129
92,7.021,17.4,-55.458,0,0,129
91,6.433,17.3,-55.252,0,0,129
92,6.643,17.2,-55.318,0,0,126
92,6.279,17.2,-55.37,0,0,129
93,6.507,17.2,-55.292,5.997,0,129
93.5,7.219,17.6,-55.396,23.988,0,129
92.5,8.3,18.1,-55.417,59.975,0,129
93.068,9.523,18.6,-55.362,95.95,0.608,134.136
88.996,11.969,21.7,-55.3,131.9,0.808,129.848
87.068,12.48,22.6,-55.276,209.9,1.215,92.568
82.64,14.517,24.3,-55.358,269.8,1.615,101.424
79.104,15.701,23.5,-55.393,251.9,1.316,129.064
75.64,16.272,23.5,-55.409,263.8,1.412,132.992
71.64,17.303,25.7,-55.321,347.8,1.411,115.496
66.5,18.023,26.5,-55.423,179.9,2.026,115.14
64.5,18.468,27.1,-55.383,149.9,0.202,89.924
62.534,18.736,27.1,-55.498,149.9,0.304,98.068
61.212,18.722,26.7,-55.332,131.9,0.101,123.924
60.75,18.676,26,-55.417,119.95,0.608,126.068
60.034,18.749,24.2,-55.359,95.95,1.411,140.992
57.676,18.552,23.6,-55.47,71.95,1.615,84.424
55.784,18.353,24.2,-55.489,53.975,1.614,126.424
57.552,17.836,23.3,-55.362,35.975,1.513,67.46
61.07,17.099,21.6,-55.26,11.994,1.114,126.104
64.496,15.863,20.2,-55.449,0,0.805,126.424
68.924,14.911,19.3,-55.375,0,0.605,129.136
75.424,13.883,18.3,-55.273,0,0.703,151.992
77.424,13.353,17.5,-55.494,0,0.605,103.568
78.924,12.927,16.9,-55.385,0,0.605,118.068
81.924,12.376,16.3,-55.302,0,0.906,106.852
83.424,11.558,15.7,-55.309,0,0.906,137.704
84.568,11.262,15.2,-55.348,0,0.504,134.28
85.5,10.672,16.8,-55.263,0,0,132
85,10.794,17.2,-55.436,0,0,132
85,10.412,17.3,-55.409,0,0,132
85.5,9.809,17.3,-55.334,0,0.101,132.848
87.5,9.387,17.3,-55.467,0,0.101,123.924
89.5,9.317,17.3,-55.493,0,0.101,123.924
89,10.02,17.7,-55.339,0,0.201,120.924
89.424,8.734,17.5,-55.461,0,0.402,120.924
91,8.475,17.3,-55.447,0,0,140
92,7.781,17.2,-55.296,0,0,140
92.5,7.404,17,-55.492,0,0,143
93.5,7.642,16.9,-55.286,0,0,140
93.5,6.615,16.8,-55.44,0,0,140
94.5,6.657,16.7,-55.41,0,0,140
95,6.833,16.5,-55.271,0,0,126
95.5,6.795,16.5,-55.414,0,0,129
95.5,5.934,16.4,-55.321,0,0,132
96.568,7.41,16.3,-55.455,0,0.605,123.568
96.5,8.642,16.4,-55.316,0,0.101,123.924
96,8.48,16.5,-55.393,0,0.201,118.424
96,8.203,16.7,-55.325,0,0,103.5
96,9.474,17.2,-55.442,35.975,0.304,112.068
94.068,11.202,18.4,-55.31,47.975,0.608,129.136
92.14,11.897,19.1,-55.433,35.975,1.115,95.604
90.64,12.146,19.4,-55.405,47.975,0.706,134.992
88.424,12.893,19.4,-55.385,101.95,0.909,103.852
82.64,14.633,22,-55.253,185.9,0.909,126.352
72.924,17.055,26.7,-55.346,353.8,1.114,123.604
71.068,16.528,23.6,-55.47,167.9,1.013,162.28
69.924,16.643,21,-55.332,95.95,1.013,146.28
69.924,16.545,19.4,-55.443,71.95,0.706,112.496
68.924,17.231,19.6,-55.347,101.95,0.506,252.28
69,17.419,19.9,-55.322,131.9,0,87
68.104,17.549,20.7,-55.296,77.95,1.818,112.352
70.924,16.855,19,-55.424,23.988,1.013,95.64
73.14,16.483,18.7,-55.41,5.997,0.909,137.704
79.924,15.736,18.7,-55.34,11.994,1.114,118.104
88,14.536,18.4,-55.358,5.997,0,134
92,13.915,17.9,-55.326,5.997,0.404,95.924
94,13.644,17.7,-55.419,0,0,36.5
95,13.574,17.3,-55.498,0,0.906,39.426
95.5,13.657,18.1,-55.365,0,0.402,53.462
